 # Egap(eV), k1, k2, k3, Auger_coef(cm6s-1), eta (eV) =   0.10000000000000001     
 1.1601874000    5    6    1   0.29086760E-032
 1.1601874000    6    1    1   0.85254494E-033
 1.1601874000    6    2    1   0.29045020E-033
 1.1601874000    6    3    1   0.71026535E-035
 1.1601874000    6    4    1   0.17600692E-032
 1.1601874000    6    5    1   0.29086760E-032
 1.1601874000    6    6    1   0.69823253E-032
 1.1701874000    1    1    1   0.38906077E-032
 1.1701874000    1    2    1   0.71336547E-033
 1.1701874000    1    3    1   0.14213632E-032
 1.1701874000    1    4    1   0.10446052E-034
 1.1701874000    1    5    1   0.16346807E-032
 1.1701874000    1    6    1   0.82645233E-033
 1.1701874000    2    1    1   0.71336541E-033
 1.1701874000    2    2    1   0.83436883E-032
 1.1701874000    2    3    1   0.28184621E-032
 1.1701874000    2    4    1   0.18287767E-032
 1.1701874000    2    5    1   0.58648413E-035
 1.1701874000    2    6    1   0.27252330E-033
 1.1701874000    3    1    1   0.14213641E-032
 1.1701874000    3    2    1   0.28184631E-032
 1.1701874000    3    3    1   0.11151327E-031
 1.1701874000    3    4    1   0.11029975E-032
 1.1701874000    3    5    1   0.11935026E-032
 1.1701874000    3    6    1   0.76688538E-035
 1.1701874000    4    1    1   0.10446052E-034
 1.1701874000    4    2    1   0.18287768E-032
 1.1701874000    4    3    1   0.11029975E-032
 1.1701874000    4    4    1   0.50467470E-032
 1.1701874000    4    5    1   0.97802595E-033
 1.1701874000    4    6    1   0.17163345E-032
 1.1701874000    5    1    1   0.16346807E-032
 1.1701874000    5    2    1   0.58648413E-035
 1.1701874000    5    3    1   0.11935026E-032
 1.1701874000    5    4    1   0.97802596E-033
 1.1701874000    5    5    1   0.10427543E-031
 1.1701874000    5    6    1   0.28608898E-032
 1.1701874000    6    1    1   0.82645233E-033
 1.1701874000    6    2    1   0.27252328E-033
 1.1701874000    6    3    1   0.76688538E-035
 1.1701874000    6    4    1   0.17163345E-032
 1.1701874000    6    5    1   0.28608898E-032
 1.1701874000    6    6    1   0.70575949E-032
 1.1801874000    1    1    1   0.38061602E-032
 1.1801874000    1    2    1   0.68401071E-033
 1.1801874000    1    3    1   0.13821192E-032
 1.1801874000    1    4    1   0.11338599E-034
 1.1801874000    1    5    1   0.15934374E-032
 1.1801874000    1    6    1   0.80198478E-033
 1.1801874000    2    1    1   0.68401068E-033
 1.1801874000    2    2    1   0.83783497E-032
 1.1801874000    2    3    1   0.27629641E-032
 1.1801874000    2    4    1   0.17954721E-032
 1.1801874000    2    5    1   0.63372747E-035
 1.1801874000    2    6    1   0.25497763E-033
 1.1801874000    3    1    1   0.13821221E-032
 1.1801874000    3    2    1   0.27629648E-032
 1.1801874000    3    3    1   0.11007800E-031
 1.1801874000    3    4    1   0.10682173E-032
 1.1801874000    3    5    1   0.11242919E-032
 1.1801874000    3    6    1   0.82674340E-035
 1.1801874000    4    1    1   0.11338599E-034
 1.1801874000    4    2    1   0.17954721E-032
 1.1801874000    4    3    1   0.10682173E-032
 1.1801874000    4    4    1   0.51530756E-032
 1.1801874000    4    5    1   0.94369102E-033
 1.1801874000    4    6    1   0.16766367E-032
 1.1801874000    5    1    1   0.15934374E-032
 1.1801874000    5    2    1   0.63372747E-035
