0.0 0.0	0 0
30.5 9.686905937110222e-15	0.452568 0.452568
30.509999999999998 9.558604435384329e-15	0.453652 0.453652
30.520000000000003 9.432002266288556e-15	0.454874 0.454874
30.53 9.307076922437447e-15	0.456231 0.456231
30.54 9.183806194551826e-15	0.457718 0.457718
30.549999999999997 9.062168167510894e-15	0.459331 0.459331
30.560000000000002 8.942141216456213e-15	0.461065 0.461065
30.57 8.823704002947026e-15	0.462916 0.462916
30.58 8.706835471166837e-15	0.464879 0.464879
30.590000000000003 8.591514844179784e-15	0.466952 0.466952
30.6 8.47772162023759e-15	0.469133 0.469133
30.61 8.365435569133946e-15	0.471422 0.471422
30.619999999999997 8.25463672860842e-15	0.473818 0.473818
30.630000000000003 8.145305400797605e-15	0.476323 0.476323
30.64 8.03742214873305e-15	0.478937 0.478937
30.65 7.930967792885858e-15	0.481662 0.481662
30.660000000000004 7.825923407756672e-15	0.484495 0.484495
30.67 7.722270318511693e-15	0.487435 0.487435
30.68 7.619990097661949e-15	0.490473 0.490473
30.689999999999998 7.51906456178763e-15	0.493598 0.493598
30.700000000000003 7.419475768305489e-15	0.496793 0.496793
30.71 7.321206012278836e-15	0.500035 0.500035
30.72 7.224237823270053e-15	0.503293 0.503293
30.729999999999997 7.128553962234539e-15	0.506532 0.506532
30.740000000000002 7.034137418456004e-15	0.509712 0.509712
30.75 6.94097140652264e-15	0.512788 0.512788
30.759999999999998 6.8490393633423515e-15	0.515713 0.515713
30.770000000000003 6.758324945198721e-15	0.518443 0.518443
30.78 6.668812024845157e-15	0.520932 0.520932
30.79 6.580484688637888e-15	0.523142 0.523142
30.799999999999997 6.493327233706686e-15	0.525042 0.525042
30.810000000000002 6.4073241651632526e-15	0.526607 0.526607
30.82 6.3224601933468526e-15	0.527824 0.527824
30.83 6.238720231105514e-15	0.528691 0.528691
30.840000000000003 6.156089391114334e-15	0.529214 0.529214
30.85 6.074552983228573e-15	0.529414 0.529414
30.86 5.994096511872124e-15	0.529317 0.529317
30.869999999999997 5.914705673460355e-15	0.528961 0.528961
30.880000000000003 5.836366353857258e-15	0.52839 0.52839
30.89 5.75906462586652e-15	0.527653 0.527653
30.9 5.682786746755003e-15	0.526804 0.526804
30.910000000000004 5.607519155810009e-15	0.525896 0.525896
30.92 5.5332484719282435e-15	0.524985 0.524985
30.93 5.459961491237e-15	0.524122 0.524122
30.939999999999998 5.38764518474665e-15	0.523352 0.523352
30.950000000000003 5.316286696034391e-15	0.522716 0.522716
30.96 5.245873338958884e-15	0.522244 0.522244
30.97 5.176392595404417e-15	0.521956 0.521956
30.979999999999997 5.10783211305588e-15	0.521862 0.521862
30.990000000000002 5.0401797032024e-15	0.521956 0.521956
31.0 4.973423338570853e-15	0.522223 0.522223
31.009999999999998 4.9075511511871895e-15	0.522634 0.522634
31.020000000000003 4.842551430266761e-15	0.523148 0.523148
31.03 4.778412620132569e-15	0.523719 0.523719
31.04 4.715123318160448e-15	0.524291 0.524291
31.049999999999997 4.652672272752319e-15	0.524806 0.524806
31.060000000000002 4.591048381335525e-15	0.525207 0.525207
31.07 4.530240688389423e-15	0.525442 0.525442
31.08 4.470238383497268e-15	0.525462 0.525462
31.090000000000003 4.411030799424544e-15	0.525233 0.525233
31.1 4.352607410222712e-15	0.524728 0.524728
31.11 4.294957829357502e-15	0.523935 0.523935
31.119999999999997 4.2380718078627655e-15	0.522856 0.522856
31.130000000000003 4.181939232518099e-15	0.521504 0.521504
31.14 4.126550124051278e-15	0.519904 0.519904
31.15 4.071894635363742e-15	0.518093 0.518093
31.160000000000004 4.017963049780165e-15	0.516115 0.516115
31.17 3.96474577932118e-15	0.51402 0.51402
31.18 3.912233362998459e-15	0.511865 0.511865
31.189999999999998 3.860416465133073e-15	0.50971 0.50971
31.200000000000003 3.8092858736955135e-15	0.507615 0.507615
31.21 3.7588324986683e-15	0.505644 0.505644
31.22 3.709047370429603e-15	0.503855 0.503855
31.229999999999997 3.659921638158808e-15	0.502309 0.502309
31.240000000000002 3.611446568263045e-15	0.501059 0.501059
31.25 3.563613542824435e-15	0.500153 0.500153
31.259999999999998 3.5164140580680567e-15	0.49963 0.49963
31.270000000000003 3.4698397228500113e-15	0.49952 0.49952
31.28 3.4238822571659154e-15	0.499839 0.499839
31.29 3.378533490678556e-15	0.500591 0.500591
31.299999999999997 3.3337853612655413e-15	0.501764 0.501764
31.310000000000002 3.289629913586033e-15	0.503334 0.503334
31.32 3.2460592976663706e-15	0.50526 0.50526
31.33 3.203065767504548e-15	0.507489 0.507489
31.340000000000003 3.16064167969301e-15	0.50996 0.50996
31.35 3.118779492060059e-15	0.512601 0.512601
31.36 3.0774717623287024e-15	0.515337 0.515337
31.369999999999997 3.0367111467937283e-15	0.518091 0.518091
31.380000000000003 2.996490399016154e-15	0.520788 0.520788
31.39 2.9568023685348875e-15	0.523357 0.523357
31.4 2.917639999595557e-15	0.525737 0.525737
31.410000000000004 2.878996329896034e-15	0.527875 0.527875
31.42 2.8408644893488976e-15	0.52973 0.52973
31.43 2.803237698859802e-15	0.531271 0.531271
31.439999999999998 2.7661092691224293e-15	0.53248 0.53248
31.450000000000003 2.7294725994292805e-15	0.53335 0.53335
31.46 2.6933211764981415e-15	0.53388 0.53388
31.47 2.6576485733141833e-15	0.534079 0.534079
31.479999999999997 2.6224484479873134e-15	0.533958 0.533958
31.490000000000002 2.5877145426247268e-15	0.533531 0.533531
31.5 2.5534406822185086e-15	0.532817 0.532817
31.509999999999998 2.519620773547596e-15	0.531831 0.531831
31.520000000000003 2.4862488040947237e-15	0.53059 0.53059
31.53 2.4533188409774314e-15	0.529111 0.529111
31.54 2.420825029893339e-15	0.527414 0.527414
31.549999999999997 2.3887615940793235e-15	0.525519 0.525519
31.560000000000002 2.3571228332845358e-15	0.52345 0.52345
31.57 2.3259031227571292e-15	0.521234 0.521234
31.58 2.2950969122440682e-15	0.518903 0.518903
31.590000000000003 2.2646987250045858e-15	0.516492 0.516492
31.6 2.2347031568364453e-15	0.514038 0.514038
31.61 2.2051048751152086e-15	0.511581 0.511581
31.619999999999997 2.175898617846155e-15	0.509158 0.509158
31.630000000000003 2.1470791927288165e-15	0.506808 0.506808
31.64 2.118641476233997e-15	0.504562 0.504562
31.65 2.0905804126927093e-15	0.502448 0.502448
31.660000000000004 2.062891013397544e-15	0.500488 0.500488
31.67 2.0355683557156995e-15	0.498695 0.498695
31.68 2.008607582213862e-15	0.497075 0.497075
31.689999999999998 1.9820038997946098e-15	0.495626 0.495626
31.700000000000003 1.955752578844305e-15	0.49434 0.49434
31.71 1.9298489523923625e-15	0.493199 0.493199
31.72 1.904288415281369e-15	0.492183 0.492183
31.729999999999997 1.8790664233485448e-15	0.491264 0.491264
31.740000000000002 1.854178492617745e-15	0.49041 0.49041
31.75 1.829620198502454e-15	0.48959 0.48959
31.759999999999998 1.8053871750190116e-15	0.488767 0.488767
31.770000000000003 1.7814751140105046e-15	0.487909 0.487909
31.78 1.7578797643809368e-15	0.486981 0.486981
31.79 1.7345969313393028e-15	0.485954 0.485954
31.799999999999997 1.7116224756539875e-15	0.484801 0.484801
31.810000000000002 1.6889523129167676e-15	0.483498 0.483498
31.82 1.666582412816831e-15	0.482027 0.482027
31.83 1.644508798424107e-15	0.480375 0.480375
31.840000000000003 1.6227275454823217e-15	0.478533 0.478533
31.85 1.6012347817114098e-15	0.476495 0.476495
31.86 1.5800266861189489e-15	0.474261 0.474261
31.869999999999997 1.5590994883209982e-15	0.471834 0.471834
31.880000000000003 1.5384494678716887e-15	0.469222 0.469222
31.89 1.5180729536019297e-15	0.466436 0.466436
31.9 1.4979663229666073e-15	0.46349 0.46349
31.910000000000004 1.478126001400631e-15	0.460401 0.460401
31.92 1.4585484616835101e-15	0.45719 0.45719
31.93 1.4392302233121456e-15	0.45388 0.45388
31.939999999999998 1.4201678518821897e-15	0.450496 0.450496
31.950000000000003 1.4013579584773747e-15	0.447063 0.447063
31.96 1.3827971990671505e-15	0.443609 0.443609
31.97 1.36448227391205e-15	0.44016 0.44016
31.979999999999997 1.3464099269771323e-15	0.436743 0.436743
31.990000000000002 1.3285769453531321e-15	0.433383 0.433383
32.0 1.310980158685237e-15	0.430103 0.430103
32.01 1.2936164386094806e-15	0.426926 0.426926
32.02 1.2764826981965345e-15	0.423869 0.423869
32.03 1.2595758914030134e-15	0.42095 0.42095
32.04 1.2428930125298296e-15	0.418184 0.418184
32.05 1.2264310956879024e-15	0.415582 0.415582
32.06 1.21018721427089e-15	0.413152 0.413152
32.07 1.1941584804348688e-15	0.410901 0.410901
32.08 1.17834204458495e-15	0.408831 0.408831
32.09 1.1627350948686335e-15	0.406942 0.406942
32.1 1.1473348566760091e-15	0.405229 0.405229
32.11 1.1321385921463769e-15	0.403688 0.403688
32.12 1.1171435996815666e-15	0.402309 0.402309
32.13 1.102347213465655e-15	0.401081 0.401081
32.14 1.0877468029910114e-15	0.399994 0.399994
32.15 1.0733397725906607e-15	0.399034 0.399034
32.160000000000004 1.0591235609767864e-15	0.39819 0.39819
32.17 1.0450956407854674e-15	0.397452 0.397452
32.18 1.031253518127264e-15	0.396811 0.396811
32.19 1.017594732143906e-15	0.396262 0.396262
32.2 1.0041168545708078e-15	0.395803 0.395803
32.21 9.908174893053479e-16	0.395433 0.395433
32.22 9.776942719809028e-16	0.395156 0.395156
32.23 9.64744869546489e-16	0.394978 0.394978
32.24 9.51966979851999e-16	0.394903 0.394903
32.25 9.393583312389714e-16	0.394941 0.394941
32.26 9.269166821366466e-16	0.395097 0.395097
32.27 9.146398206635338e-16	0.395377 0.395377
32.28 9.02525564234148e-16	0.395784 0.395784
32.29 8.905717591710017e-16	0.39632 0.39632
32.3 8.787762803217052e-16	0.396984 0.396984
32.31 8.671370306811618e-16	0.397772 0.397772
32.32 8.556519410188053e-16	0.398678 0.398678
32.33 8.443189695106505e-16	0.399694 0.399694
32.34 8.33136101376365e-16	0.400811 0.400811
32.35 8.221013485210496e-16	0.40202 0.40202
32.36 8.112127491818062e-16	0.403309 0.403309
32.37 8.004683675789573e-16	0.404669 0.404669
32.38 7.898662935719086e-16	0.40609 0.40609
32.39 7.794046423196025e-16	0.407563 0.407563
32.4 7.690815539453572e-16	0.409079 0.409079
32.410000000000004 7.588951932062789e-16	0.410632 0.410632
32.42 7.4884374916696325e-16	0.412217 0.412217
32.43 7.389254348775576e-16	0.413832 0.413832
32.44 7.291384870560605e-16	0.415475 0.415475
32.45 7.194811657748501e-16	0.417148 0.417148
32.46 7.099517541513956e-16	0.418854 0.418854
32.47 7.005485580429614e-16	0.420602 0.420602
32.48 6.912699057454835e-16	0.422398 0.422398
32.49 6.821141476963233e-16	0.424252 0.424252
32.5 6.730796561810661e-16	0.426175 0.426175
32.51 6.64164825044083e-16	0.428178 0.428178
32.52 6.553680694030159e-16	0.430268 0.430268
32.53 6.466878253670457e-16	0.432455 0.432455
32.54 6.381225497588014e-16	0.434741 0.434741
32.55 6.296707198400695e-16	0.437126 0.437126
32.56 6.213308330410354e-16	0.439608 0.439608
32.57 6.131014066932098e-16	0.442178 0.442178
32.58 6.049809777657805e-16	0.444823 0.444823
32.59 5.969681026055427e-16	0.447527 0.447527
32.6 5.8906135668027e-16	0.45027 0.45027
32.61 5.812593343254048e-16	0.45303 0.45303
32.62 5.735606484942105e-16	0.455784 0.455784
32.63 5.659639305111397e-16	0.458506 0.458506
32.64 5.584678298285588e-16	0.461172 0.461172
32.65 5.510710137865959e-16	0.46376 0.46376
32.660000000000004 5.437721673762427e-16	0.466246 0.466246
32.67 5.365699930055966e-16	0.46861 0.46861
32.68 5.294632102691223e-16	0.470836 0.470836
32.69 5.224505557200676e-16	0.472906 0.472906
32.7 5.1553078264581e-16	0.474807 0.474807
32.71 5.08702660846259e-16	0.47653 0.47653
32.72 5.019649764151038e-16	0.478065 0.478065
32.73 4.953165315240298e-16	0.479408 0.479408
32.74 4.887561442097721e-16	0.480554 0.480554
32.75 4.822826481639737e-16	0.481505 0.481505
32.76 4.758948925258471e-16	0.482263 0.482263
32.77 4.69591741677556e-16	0.482834 0.482834
32.78 4.633720750423619e-16	0.483227 0.483227
32.79 4.572347868853642e-16	0.483457 0.483457
32.8 4.511787861169452e-16	0.483538 0.483538
32.81 4.452029960987995e-16	0.48349 0.48349
32.82 4.3930635445251835e-16	0.483336 0.483336
32.83 4.3348781287072614e-16	0.483101 0.483101
32.84 4.2774633693069685e-16	0.48281 0.48281
32.85 4.220809059104871e-16	0.482492 0.482492
32.86 4.1649051260743255e-16	0.482175 0.482175
32.87 4.109741631591082e-16	0.481886 0.481886
32.88 4.055308768666418e-16	0.481651 0.481651
32.89 4.001596860203562e-16	0.481492 0.481492
32.9 3.948596357277352e-16	0.481429 0.481429
32.910000000000004 3.8962978374364816e-16	0.481479 0.481479
32.92 3.8446920030286817e-16	0.481653 0.481653
32.93 3.793769679547417e-16	0.481959 0.481959
32.94 3.7435218140010367e-16	0.482401 0.482401
32.95 3.6939394733033525e-16	0.482979 0.482979
32.96 3.645013842685429e-16	0.483689 0.483689
32.97 3.5967362241285466e-16	0.484524 0.484524
32.98 3.549098034817784e-16	0.485473 0.485473
32.99 3.502090805616191e-16	0.486523 0.486523
33.0 3.4557061795593143e-16	0.48766 0.48766
33.01 3.4099359103691697e-16	0.488864 0.488864
33.02 3.364771860988491e-16	0.490118 0.490118
33.03 3.3202060021339906e-16	0.491403 0.491403
33.04 3.276230410868965e-16	0.4927 0.4927
33.05 3.232837269194676e-16	0.493992 0.493992
33.06 3.1900188626604963e-16	0.495264 0.495264
33.07 3.14776757899258e-16	0.496505 0.496505
33.08 3.106075906740262e-16	0.497707 0.497707
33.09 3.0649364339409126e-16	0.498866 0.498866
33.1 3.024341846802129e-16	0.499982 0.499982
33.11 2.9842849284015226e-16	0.50106 0.50106
33.12 2.9447585574036347e-16	0.502105 0.502105
33.13 2.905755706793921e-16	0.503127 0.503127
33.14 2.867269442629632e-16	0.504134 0.504134
33.15 2.829292922806825e-16	0.505136 0.505136
33.160000000000004 2.791819395844196e-16	0.506143 0.506143
33.17 2.7548421996827016e-16	0.50716 0.50716
33.18 2.7183547605012086e-16	0.508194 0.508194
33.19 2.6823505915477444e-16	0.50925 0.50925
33.2 2.6468232919862975e-16	0.510329 0.510329
33.21 2.611766545759007e-16	0.511433 0.511433
33.22 2.577174120463044e-16	0.512565 0.512565
33.23 2.5430398662428406e-16	0.513723 0.513723
33.24 2.509357714696581e-16	0.514911 0.514911
33.25 2.476121677797572e-16	0.516128 0.516128
33.26 2.44332584682946e-16	0.517376 0.517376
33.27 2.410964391335885e-16	0.518656 0.518656
33.28 2.3790315580840405e-16	0.519968 0.519968
33.29 2.347521670041637e-16	0.52131 0.52131
33.3 2.316429125367846e-16	0.522682 0.522682
33.31 2.2857483964172285e-16	0.52408 0.52408
33.32 2.2554740287572317e-16	0.525497 0.525497
33.33 2.225600640198281e-16	0.526927 0.526927
33.34 2.1961229198370332e-16	0.528362 0.528362
33.35 2.1670356271122937e-16	0.529792 0.529792
33.36 2.1383335908731446e-16	0.531207 0.531207
33.37 2.1100117084598022e-16	0.532594 0.532594
33.38 2.0820649447963106e-16	0.533943 0.533943
33.39 2.0544883314955838e-16	0.535242 0.535242
33.4 2.0272769659759303e-16	0.536479 0.536479
33.410000000000004 2.0004260105895617e-16	0.537641 0.537641
33.42 1.973930691762636e-16	0.538718 0.538718
33.43 1.9477862991464255e-16	0.539697 0.539697
33.44 1.9219881847800797e-16	0.540569 0.540569
33.45 1.8965317622641684e-16	0.541324 0.541324
33.46 1.871412505945475e-16	0.541955 0.541955
33.47 1.846625950112246e-16	0.542458 0.542458
33.48 1.8221676882003719e-16	0.542832 0.542832
33.49 1.7980333720099982e-16	0.543079 0.543079
33.5 1.7742187109324598e-16	0.543208 0.543208
33.51 1.7507194711875222e-16	0.543229 0.543229
33.52 1.7275314750706358e-16	0.543159 0.543159
33.53 1.7046506002103573e-16	0.543018 0.543018
33.54 1.682072778835313e-16	0.542828 0.542828
33.55 1.6597939970511151e-16	0.542611 0.542611
33.56 1.637810294126782e-16	0.542388 0.542388
33.57 1.61611776179056e-16	0.542178 0.542178
33.58 1.594712543535135e-16	0.541992 0.541992
33.59 1.5735908339319624e-16	0.541836 0.541836
33.6 1.5527488779548613e-16	0.541706 0.541706
33.61 1.5321829703122985e-16	0.54159 0.54159
33.62 1.5118894547887389e-16	0.541469 0.541469
33.63 1.4918647235946518e-16	0.541313 0.541313
33.64 1.4721052167250849e-16	0.541087 0.541087
33.65 1.4526074213267851e-16	0.540755 0.540755
33.660000000000004 1.433367871073632e-16	0.540276 0.540276
33.67 1.4143831455505047e-16	0.539613 0.539613
33.68 1.3956498696450656e-16	0.538731 0.538731
33.69 1.3771647129478054e-16	0.537603 0.537603
33.7 1.3589243891599692e-16	0.536208 0.536208
33.71 1.3409256555092873e-16	0.534535 0.534535
33.72 1.3231653121734935e-16	0.532585 0.532585
33.73 1.3056402017114306e-16	0.530365 0.530365
33.74 1.2883472085017305e-16	0.527896 0.527896
33.75 1.2712832581889803e-16	0.525203 0.525203
33.76 1.2544453171370437e-16	0.522321 0.522321
33.77 1.23783039188984e-16	0.51929 0.51929
33.78 1.221435528639121e-16	0.516153 0.516153
33.79 1.2052578126993595e-16	0.512953 0.512953
33.8 1.1892943679895494e-16	0.509735 0.509735
33.81 1.1735423565219033e-16	0.506539 0.506539
33.82 1.1579989778973744e-16	0.503401 0.503401
33.83 1.1426614688076885e-16	0.50035 0.50035
33.84 1.1275271025441761e-16	0.497408 0.497408
33.85 1.1125931885129749e-16	0.494588 0.494588
33.86 1.0978570717567098e-16	0.491894 0.491894
33.87 1.0833161324824717e-16	0.489324 0.489324
33.88 1.0689677855960772e-16	0.486865 0.486865
33.89 1.054809480242542e-16	0.484501 0.484501
33.9 1.0408386993524915e-16	0.482212 0.482212
33.910000000000004 1.0270529591947567e-16	0.479975 0.479975
33.92 1.0134498089347791e-16	0.477771 0.477771
33.93 1.0000268301989145e-16	0.47558 0.47558
33.94 9.86781636644472e-17	0.473389 0.473389
33.95 9.737118735354765e-17	0.471192 0.471192
33.96 9.608152173240916e-17	0.468986 0.468986
33.97 9.480893752374479e-17	0.466778 0.466778
33.98 9.355320848701157e-17	0.464577 0.464577
33.99 9.231411137818258e-17	0.462398 0.462398
34.0 9.109142591006649e-17	0.460258 0.460258
34.01 8.988493471313628e-17	0.458174 0.458174
34.02 8.86944232968892e-17	0.456161 0.456161
34.03 8.751968001171826e-17	0.454232 0.454232
34.04 8.636049601127687e-17	0.452393 0.452393
34.05 8.521666521535761e-17	0.450647 0.450647
34.06 8.408798427324905e-17	0.448988 0.448988
34.07 8.29742525275912e-17	0.447405 0.447405
34.08 8.187527197869479e-17	0.44588 0.44588
34.09 8.07908472493444e-17	0.444393 0.444393
34.1 7.972078555006767e-17	0.442917 0.442917
34.11 7.86648966448536e-17	0.441426 0.441426
34.12 7.762299281733924e-17	0.439894 0.439894
34.13 7.659488883743166e-17	0.438297 0.438297
34.14 7.558040192838443e-17	0.436617 0.436617
34.15 7.457935173429624e-17	0.43484 0.43484
34.160000000000004 7.359156028805057e-17	0.43296 0.43296
34.17 7.261685197967971e-17	0.430976 0.430976
34.18 7.165505352513788e-17	0.428897 0.428897
34.19 7.070599393550105e-17	0.426734 0.426734
34.2 6.97695044865633e-17	0.424505 0.424505
34.21 6.884541868884698e-17	0.422231 0.422231
34.22 6.793357225799769e-17	0.419934 0.419934
34.23 6.703380308558118e-17	0.417637 0.417637
34.24 6.614595121026422e-17	0.415363 0.415363
34.25 6.5269858789375e-17	0.413132 0.413132
34.26 6.440537007084288e-17	0.410965 0.410965
34.27 6.35523313655063e-17	0.408879 0.408879
34.28 6.2710591019795e-17	0.406892 0.406892
34.29 6.1879999388763e-17	0.405019 0.405019
34.3 6.106040880948788e-17	0.403276 0.403276
34.31 6.02516735748196e-17	0.401677 0.401677
34.32 5.945364990747534e-17	0.400235 0.400235
34.33 5.866619593447948e-17	0.398965 0.398965
34.34 5.788917166193942e-17	0.397877 0.397877
34.35 5.712243895016185e-17	0.396981 0.396981
34.36 5.63658614890889e-17	0.396285 0.396285
34.37 5.561930477406778e-17	0.395792 0.395792
34.38 5.488263608193887e-17	0.395505 0.395505
34.39 5.4155724447438916e-17	0.395419 0.395419
34.4 5.343844063991876e-17	0.39553 0.39553
34.410000000000004 5.273065714036678e-17	0.395827 0.395827
34.42 5.203224811874264e-17	0.396298 0.396298
34.43 5.1343089411602306e-17	0.396928 0.396928
34.44 5.0663058500026845e-17	0.3977 0.3977
34.45 4.999203448784131e-17	0.398596 0.398596
34.46 4.932989808012066e-17	0.399597 0.399597
34.47 4.867653156198218e-17	0.400686 0.400686
34.48 4.803181877765703e-17	0.401847 0.401847
34.49 4.739564510984043e-17	0.403064 0.403064
34.5 4.6767897459317256e-17	0.404325 0.404325
34.51 4.614846422485084e-17	0.405619 0.405619
34.52 4.5537235283346174e-17	0.406937 0.406937
34.53 4.493410197027051e-17	0.408271 0.408271
34.54 4.433895706033552e-17	0.409617 0.409617
34.55 4.375169474843391e-17	0.410969 0.410969
34.56 4.317221063082954e-17	0.412324 0.412324
34.57 4.260040168659875e-17	0.41368 0.41368
34.58 4.20361662593112e-17	0.415033 0.415033
34.59 4.147940403896071e-17	0.416384 0.416384
34.6 4.0930016044130634e-17	0.41773 0.41773
34.61 4.0387904604397445e-17	0.419074 0.419074
34.62 3.985297334296599e-17	0.420418 0.420418
34.63 3.93251271595359e-17	0.421764 0.421764
34.64 3.880427221339659e-17	0.42312 0.42312
34.65 3.829031590674054e-17	0.424492 0.424492
34.660000000000004 3.7783166868204325e-17	0.425887 0.425887
34.67 3.7282734936623155e-17	0.427316 0.427316
34.68 3.6788931145002555e-17	0.428786 0.428786
34.69 3.630166770470096e-17	0.430305 0.430305
34.7 3.5820857989822917e-17	0.431881 0.431881
34.71 3.534641652182047e-17	0.433515 0.433515
34.72 3.487825895429342e-17	0.435209 0.435209
34.73 3.4416302057997254e-17	0.436957 0.436957
34.74 3.396046370604409e-17	0.438752 0.438752
34.75 3.35106628593051e-17	0.440577 0.440577
34.76 3.3066819552000154e-17	0.442415 0.442415
34.77 3.262885487748296e-17	0.444242 0.444242
34.78 3.219669097421436e-17	0.44603 0.44603
34.79 3.17702510119171e-17	0.447752 0.447752
34.8 3.1349459177919643e-17	0.449377 0.449377
34.81 3.0934240663675895e-17	0.45088 0.45088
34.82 3.052452165146839e-17	0.452235 0.452235
34.83 3.0120229301282093e-17	0.453426 0.453426
34.84 2.9721291737856175e-17	0.45444 0.45444
34.85 2.9327638037907285e-17	0.455276 0.455276
34.86 2.893919821751801e-17	0.455937 0.455937
34.87 2.8555903219697637e-17	0.456437 0.456437
34.88 2.817768490210311e-17	0.456794 0.456794
34.89 2.780447602492707e-17	0.457032 0.457032
34.9 2.743621023894134e-17	0.457178 0.457178
34.910000000000004 2.707282207370255e-17	0.457257 0.457257
34.92 2.6714246925913915e-17	0.457294 0.457294
34.93 2.6360421047937513e-17	0.45731 0.45731
34.94 2.601128153646352e-17	0.457318 0.457318
34.95 2.5666766321325342e-17	0.457328 0.457328
34.96 2.5326814154467e-17	0.45734 0.45734
34.97 2.4991364599051986e-17	0.457351 0.457351
34.98 2.466035801872011e-17	0.457351 0.457351
34.99 2.433373556698549e-17	0.457329 0.457329
35.0 2.401143917677423e-17	0.457271 0.457271
35.01 2.3693411550101613e-17	0.457165 0.457165
35.02 2.3379596147884784e-17	0.457001 0.457001
35.03 2.306993717989305e-17	0.456774 0.456774
35.04 2.2764379594827323e-17	0.456485 0.456485
35.05 2.2462869070534216e-17	0.456142 0.456142
35.06 2.2165352004348796e-17	0.455757 0.455757
35.07 2.18717755035646e-17	0.455348 0.455348
35.08 2.158208737603065e-17	0.454941 0.454941
35.09 2.1296236120871967e-17	0.454559 0.454559
35.1 2.101417091933537e-17	0.454231 0.454231
35.11 2.0735841625752946e-17	0.453983 0.453983
35.12 2.046119875862819e-17	0.453836 0.453836
35.13 2.019019349183931e-17	0.453809 0.453809
35.14 1.9922777645958445e-17	0.453914 0.453914
35.15 1.9658903679686605e-17	0.454157 0.454157
35.160000000000004 1.9398524681401057e-17	0.454537 0.454537
35.17 1.9141594360816873e-17	0.455049 0.455049
35.18 1.8888067040755654e-17	0.455681 0.455681
35.19 1.8637897649025965e-17	0.456417 0.456417
35.2 1.839104171041053e-17	0.457239 0.457239
35.21 1.8147455338758993e-17	0.458127 0.458127
35.22 1.7907095229186076e-17	0.459061 0.459061
35.23 1.766991865037246e-17	0.460021 0.460021
35.24 1.74358834369681e-17	0.460987 0.460987
35.25 1.7204947982096948e-17	0.461942 0.461942
35.26 1.6977071229958426e-17	0.462869 0.462869
35.27 1.6752212668529877e-17	0.463752 0.463752
35.28 1.6530332322363718e-17	0.46458 0.46458
35.29 1.6311390745480812e-17	0.46534 0.46534
35.3 1.6095349014357392e-17	0.466024 0.466024
35.31 1.588216872100537e-17	0.466623 0.466623
35.32 1.5671811966144916e-17	0.467135 0.467135
35.33 1.5464241352465242e-17	0.467557 0.467557
35.34 1.5259419977977333e-17	0.467892 0.467892
35.35 1.505731142945295e-17	0.468145 0.468145
35.36 1.4857879775951256e-17	0.468322 0.468322
35.37 1.4661089562430715e-17	0.468436 0.468436
35.38 1.4466905803445976e-17	0.468498 0.468498
35.39 1.4275293976928866e-17	0.468522 0.468522
35.4 1.40862200180497e-17	0.46852 0.46852
35.410000000000004 1.389965031316236e-17	0.468506 0.468506
35.42 1.3715551693827934e-17	0.468487 0.468487
35.43 1.353389143091821e-17	0.468474 0.468474
35.44 1.3354637228796784e-17	0.46847 0.46847
35.45 1.317775721957765e-17	0.468477 0.468477
35.46 1.3003219957460352e-17	0.468496 0.468496
35.47 1.2830994413138317e-17	0.468522 0.468522
35.48 1.266104996828359e-17	0.468554 0.468554
35.49 1.2493356410102547e-17	0.468586 0.468586
35.5 1.2327883925965768e-17	0.468614 0.468614
35.51 1.216460309810674e-17	0.468635 0.468635
35.52 1.2003484898392519e-17	0.468645 0.468645
35.53 1.1844500683163601e-17	0.468643 0.468643
35.54 1.1687622188140515e-17	0.468627 0.468627
35.55 1.1532821523400023e-17	0.468596 0.468596
35.56 1.1380071168415995e-17	0.468546 0.468546
35.57 1.1229343967167784e-17	0.468476 0.468476
35.58 1.108061312331136e-17	0.468381 0.468381
35.59 1.0933852195415935e-17	0.468256 0.468256
35.6 1.0789035092263668e-17	0.468094 0.468094
35.61 1.0646136068210126e-17	0.467889 0.467889
35.62 1.0505129718608159e-17	0.467632 0.467632
35.63 1.0365990975290678e-17	0.467317 0.467317
35.64 1.0228695102114936e-17	0.466936 0.466936
35.65 1.0093217690563944e-17	0.466484 0.466484
35.660000000000004 9.959534655407582e-18	0.465956 0.465956
35.67 9.827622230421132e-18	0.465352 0.465352
35.68 9.697456964159178e-18	0.464671 0.464671
35.69 9.569015715787255e-18	0.463915 0.463915
35.7 9.442275650967165e-18	0.463086 0.463086
35.71 9.317214237798295e-18	0.46219 0.46219
35.72 9.19380924281101e-18	0.461231 0.461231
35.73 9.072038727014451e-18	0.460214 0.460214
35.74 8.951881041996273e-18	0.459145 0.459145
35.75 8.833314826073782e-18	0.458029 0.458029
35.76 8.716319000496379e-18	0.45687 0.45687
35.77 8.60087276569786e-18	0.455674 0.455674
35.78 8.486955597599337e-18	0.454444 0.454444
35.79 8.374547243959661e-18	0.453186 0.453186
35.8 8.263627720775402e-18	0.451905 0.451905
35.81 8.154177308728143e-18	0.450606 0.450606
35.82 8.046176549678586e-18	0.449294 0.449294
35.83 7.939606243207397e-18	0.447976 0.447976
35.84 7.834447443201464e-18	0.446657 0.446657
35.85 7.730681454486272e-18	0.445342 0.445342
